        24
    0.0000000000e+00    8.4389384766e+03
    5.0026828051e-01    8.2879052734e+03
    1.0005350113e+00    8.4488955078e+03
    1.5007969141e+00    8.3661748047e+03
    2.0010530949e+00    8.0738510742e+03
    2.5013046265e+00    7.4709902344e+03
    3.0015571117e+00    6.9239023438e+03
    3.5018072128e+00    6.2125332031e+03
    4.0020442009e+00    5.9541762695e+03
    4.5022692680e+00    5.9735419922e+03
    5.0024828911e+00    5.0637236328e+03
    5.5026807785e+00    3.4599838867e+03
    6.0028605461e+00    1.5363880615e+03
    6.5030150414e+00    1.3254992676e+02
    7.0031442642e+00   -7.7808514404e+02
    7.5032463074e+00   -1.5986983643e+03
    8.0033264160e+00   -2.1944526367e+03
    8.5033893585e+00   -2.7344143066e+03
    9.0034399033e+00   -3.1626645508e+03
    9.5034799576e+00   -3.6312033691e+03
    1.0003510475e+01   -4.0472189941e+03
    1.0503532410e+01   -4.4057373047e+03
    1.1003548622e+01   -4.5595717773e+03
    1.1503562927e+01   -4.7197856445e+03
