        24
    0.0000000000e+00    9.4331123047e+03
    5.0026828051e-01    9.2899531250e+03
    1.0005350113e+00    8.9160546875e+03
    1.5007969141e+00    9.0513300781e+03
    2.0010530949e+00    8.8561816406e+03
    2.5013046265e+00    8.5061835938e+03
    3.0015571117e+00    8.6059833984e+03
    3.5018072128e+00    9.4366367188e+03
    4.0020442009e+00    1.0144884766e+04
    4.5022692680e+00    9.5282607422e+03
    5.0024828911e+00    9.2539228516e+03
    5.5026807785e+00    8.4953251953e+03
    6.0028605461e+00    5.4170766602e+03
    6.5030150414e+00    2.4452358398e+03
    7.0031442642e+00    2.6563461914e+03
    7.5032463074e+00   -2.3270126343e+02
    8.0033264160e+00   -8.5877282715e+02
    8.5033893585e+00   -1.5387406006e+03
    9.0034399033e+00   -3.1840463867e+03
    9.5034799576e+00   -2.5875363770e+03
    1.0003510475e+01   -4.3257319336e+03
    1.0503532410e+01   -3.6985895996e+03
    1.1003548622e+01   -4.0006567383e+03
    1.1503562927e+01   -4.0213601074e+03
