        24
    0.0000000000e+00    9.2256408691e+02
    5.0034189224e-01    6.6745178223e+02
    1.0006840229e+00    7.0717321777e+02
    1.5010222197e+00    6.0266442871e+02
    2.0013620853e+00    4.3821951294e+02
    2.5017001629e+00    3.5811254883e+02
    3.0020301342e+00    3.0873730469e+02
    3.5023295879e+00    4.1867041016e+02
    4.0025782585e+00    5.1314074707e+02
    4.5027909279e+00    7.5428161621e+02
    5.0029916763e+00    1.2182911377e+03
    5.5031900406e+00    1.1211936035e+03
    6.0033936501e+00    1.2046363525e+03
    6.5036005974e+00    9.3964453125e+02
    7.0038018227e+00    6.7533715820e+02
    7.5039863586e+00    3.1106280518e+02
    8.0041427612e+00    6.7339324951e+00
    8.5042648315e+00   -1.4432106018e+02
    9.0043544769e+00   -3.8984197998e+02
    9.5044174194e+00   -4.8657092285e+02
    1.0004462242e+01   -7.3590039062e+02
    1.0504494667e+01   -7.7537139893e+02
    1.1004520416e+01   -8.5947821045e+02
    1.1504542351e+01   -9.8566180420e+02
