        24
    0.0000000000e+00    7.6058095703e+03
    5.0034189224e-01    8.2601494141e+03
    1.0006840229e+00    8.4252138672e+03
    1.5010222197e+00    8.7307978516e+03
    2.0013620853e+00    8.3406210938e+03
    2.5017001629e+00    7.6849169922e+03
    3.0020301342e+00    8.7947539062e+03
    3.5023295879e+00    1.2785302734e+04
    4.0025782585e+00    6.2730751953e+03
    4.5027909279e+00    5.9671870117e+03
    5.0029916763e+00    4.7887983398e+03
    5.5031900406e+00    3.8748005371e+03
    6.0033936501e+00    4.2974667969e+03
    6.5036005974e+00    5.1277866211e+03
    7.0038018227e+00    3.5374116211e+03
    7.5039863586e+00    3.3666054688e+03
    8.0041427612e+00    4.2633906250e+03
    8.5042648315e+00    3.8633552246e+03
    9.0043544769e+00    3.3593532715e+03
    9.5044174194e+00    1.6876096191e+03
    1.0004462242e+01    2.0430319824e+03
    1.0504494667e+01    6.3839349365e+02
    1.1004520416e+01    1.7574076843e+02
    1.1504542351e+01   -1.2008209991e+02
