        24
    0.0000000000e+00    7.0441425781e+03
    5.0034189224e-01    7.7777949219e+03
    1.0006840229e+00    8.0718818359e+03
    1.5010222197e+00    8.5704628906e+03
    2.0013620853e+00    8.2962841797e+03
    2.5017001629e+00    7.8896333008e+03
    3.0020301342e+00    8.9563720703e+03
    3.5023295879e+00    1.2555562500e+04
    4.0025782585e+00    6.2654204102e+03
    4.5027909279e+00    5.5555068359e+03
    5.0029916763e+00    4.2567377930e+03
    5.5031900406e+00    3.2801757812e+03
    6.0033936501e+00    3.7008171387e+03
    6.5036005974e+00    4.7679580078e+03
    7.0038018227e+00    2.8654995117e+03
    7.5039863586e+00    2.8384790039e+03
    8.0041427612e+00    3.5230085449e+03
    8.5042648315e+00    3.3595688477e+03
    9.0043544769e+00    2.9820075684e+03
    9.5044174194e+00    1.2069437256e+03
    1.0004462242e+01    1.6180750732e+03
    1.0504494667e+01    3.1748794556e+02
    1.1004520416e+01   -1.8415171814e+02
    1.1504542351e+01    9.9971511841e+01
