        24
    0.0000000000e+00   -2.6618402100e+02
    5.0034189224e-01   -3.9753067017e+02
    1.0006840229e+00   -2.8189428711e+02
    1.5010222197e+00   -3.6798123169e+02
    2.0013620853e+00   -4.8786010742e+02
    2.5017001629e+00   -5.4550927734e+02
    3.0020301342e+00   -4.5280294800e+02
    3.5023295879e+00   -4.8651092529e+02
    4.0025782585e+00   -5.0203253174e+02
    4.5027909279e+00   -2.3395280457e+02
    5.0029916763e+00    2.1439828873e+00
    5.5031900406e+00   -3.9161617279e+01
    6.0033936501e+00    1.0140419006e+00
    6.5036005974e+00   -1.2948094177e+02
    7.0038018227e+00   -5.4628036499e+01
    7.5039863586e+00    1.8554895020e+02
    8.0041427612e+00    3.7133215332e+02
    8.5042648315e+00    4.8370513916e+02
    9.0043544769e+00    4.3972427368e+02
    9.5044174194e+00    4.7080548096e+02
    1.0004462242e+01    3.0378030396e+02
    1.0504494667e+01    3.2851254272e+02
    1.1004520416e+01    3.3921032715e+02
    1.1504542351e+01    3.1170401001e+02
