        24
    0.0000000000e+00    6.1075854492e+03
    5.0034189224e-01    6.8266767578e+03
    1.0006840229e+00    6.9931069336e+03
    1.5010222197e+00    7.2983481445e+03
    2.0013620853e+00    7.1285917969e+03
    2.5017001629e+00    6.4082211914e+03
    3.0020301342e+00    7.8027392578e+03
    3.5023295879e+00    1.1472837891e+04
    4.0025782585e+00    5.4410224609e+03
    4.5027909279e+00    4.9304833984e+03
    5.0029916763e+00    3.7639675293e+03
    5.5031900406e+00    2.9066608887e+03
    6.0033936501e+00    3.4200541992e+03
    6.5036005974e+00    4.4324448242e+03
    7.0038018227e+00    2.8387419434e+03
    7.5039863586e+00    3.3893044434e+03
    8.0041427612e+00    4.5013530273e+03
    8.5042648315e+00    4.3709628906e+03
    9.0043544769e+00    4.1334257812e+03
    9.5044174194e+00    2.4512221680e+03
    1.0004462242e+01    2.9539101562e+03
    1.0504494667e+01    1.4534396973e+03
    1.1004520416e+01    1.2685695801e+03
    1.1504542351e+01    1.3603395996e+03
