        24
    0.0000000000e+00    7.1746303711e+03
    5.0026828051e-01    6.6670771484e+03
    1.0005350113e+00    6.0906972656e+03
    1.5007969141e+00    5.8126660156e+03
    2.0010530949e+00    5.3663798828e+03
    2.5013046265e+00    5.3048076172e+03
    3.0015571117e+00    4.9479086914e+03
    3.5018072128e+00    4.7173422852e+03
    4.0020442009e+00    5.3444453125e+03
    4.5022692680e+00    4.4295434570e+03
    5.0024828911e+00    4.2917763672e+03
    5.5026807785e+00    5.2265522461e+03
    6.0028605461e+00    3.5842585449e+03
    6.5030150414e+00    2.8530100098e+03
    7.0031442642e+00    3.8276257324e+03
    7.5032463074e+00    2.0513964844e+03
    8.0033264160e+00    2.4543835449e+03
    8.5033893585e+00    2.8517841797e+03
    9.0034399033e+00    2.1630834961e+03
    9.5034799576e+00    3.2077387695e+03
    1.0003510475e+01    2.2880190430e+03
    1.0503532410e+01    2.6188127441e+03
    1.1003548622e+01    2.6969738770e+03
    1.1503562927e+01    2.7466376953e+03
