        24
    0.0000000000e+00   -6.4767028809e+01
    5.0026828051e-01   -2.6444464111e+02
    1.0005350113e+00   -7.8996582031e+00
    1.5007969141e+00    1.6998187256e+02
    2.0010530949e+00    3.5863870239e+02
    2.5013046265e+00    4.6028207397e+02
    3.0015571117e+00    8.3238507080e+02
    3.5018072128e+00    8.5887042236e+02
    4.0020442009e+00    1.0178105469e+03
    4.5022692680e+00    1.3202065430e+03
    5.0024828911e+00    1.0702653809e+03
    5.5026807785e+00    9.8300085449e+02
    6.0028605461e+00    7.5157019043e+02
    6.5030150414e+00    5.2574035645e+02
    7.0031442642e+00    4.3352398682e+02
    7.5032463074e+00    4.2071301270e+02
    8.0033264160e+00    5.6454882812e+02
    8.5033893585e+00    6.3752807617e+02
    9.0034399033e+00    6.0769464111e+02
    9.5034799576e+00    4.2711965942e+02
    1.0003510475e+01    2.6258709717e+02
    1.0503532410e+01    1.2522580719e+02
    1.1003548622e+01    1.2829156494e+02
    1.1503562927e+01    9.0966033936e+01
