        24
    0.0000000000e+00    2.0783122559e+03
    5.0026828051e-01    2.2056828613e+03
    1.0005350113e+00    2.6540410156e+03
    1.5007969141e+00    3.0694008789e+03
    2.0010530949e+00    3.5901411133e+03
    2.5013046265e+00    4.0607658691e+03
    3.0015571117e+00    4.6911835938e+03
    3.5018072128e+00    4.9813090820e+03
    4.0020442009e+00    5.5092900391e+03
    4.5022692680e+00    6.2271162109e+03
    5.0024828911e+00    5.5840766602e+03
    5.5026807785e+00    3.5495756836e+03
    6.0028605461e+00    1.5325328369e+03
    6.5030150414e+00   -1.1343762207e+02
    7.0031442642e+00   -1.4224957275e+03
    7.5032463074e+00   -2.5159360352e+03
    8.0033264160e+00   -3.3757036133e+03
    8.5033893585e+00   -4.1882988281e+03
    9.0034399033e+00   -4.9068432617e+03
    9.5034799576e+00   -5.5670175781e+03
    1.0003510475e+01   -6.1138647461e+03
    1.0503532410e+01   -6.5742373047e+03
    1.1003548622e+01   -6.8085156250e+03
    1.1503562927e+01   -7.0140151367e+03
